ts_micro,frame_index,wheel
0,549,-1
0,550,-1
0,551,-1
0,552,-1
0,553,-1
0,554,-1
0,555,-1
0,556,-1
0,557,-0
0,558,-0
0,559,-0
0,560,-0
0,561,-0
0,562,-0
0,563,-0
0,564,-0
0,565,-0
0,566,-0
0,567,-0
0,568,-0
0,569,-0
0,570,-0
0,571,-0
0,572,-0
0,573,-0
0,574,-0
0,575,-0
0,576,-0
0,577,-0
0,578,-0
0,579,-1
0,580,-1
0,581,-1
0,582,-1
0,583,-1
0,584,-1
0,585,-1
0,586,-1
0,587,-1
0,588,-1
0,589,-1
0,590,-1
0,591,-1
0,592,-1
0,593,-1
0,594,-1
0,595,-1
0,596,-1
0,597,-1
0,598,-1
0,599,-1
0,600,-1
0,601,-1
0,602,-1
0,603,-1
0,604,-1
0,605,-1
0,606,-1
0,607,-1
0,608,-1
0,609,-1
0,610,-1
0,611,-1
0,612,-1
0,613,-1
0,614,-1
0,615,-1
0,616,-1
0,617,-1
0,618,-1
0,619,-1
0,620,-1
0,621,-1
0,622,-1
0,623,-1
0,624,-1
0,625,-1
0,626,-1
0,627,-0
0,628,-0
0,629,-0
0,630,-0
0,631,-0
0,632,-0
0,633,-0
0,634,-0
0,635,-0
0,636,-0
0,637,-0
0,638,-0
0,639,-0
0,640,-0
0,641,-0
0,642,-0
0,643,-0
0,644,-0
0,645,-0
0,646,-0
0,647,-0
0,648,-0
0,649,-0
0,650,-0
0,651,-0
0,652,-0
0,653,0
0,654,0
0,655,0
0,656,-0
0,657,-0
0,658,-0
0,659,-0
0,660,-0
0,661,-0
0,662,-0
0,663,-0
0,664,-0
0,665,-0
0,666,-0
0,667,-0
0,668,-0
0,669,-0
0,670,-0
0,671,-0
0,672,-0
0,673,-0
0,674,-0
0,675,-0
0,676,-0
0,677,-0
0,678,-0
0,679,-0
0,680,-0
0,681,-0
0,682,-0
0,683,-0
0,684,-1
0,685,-1
0,686,-1
0,687,-1
0,688,-1
0,689,-1
0,690,-1
0,691,-1
0,692,-1
0,693,-2
0,694,-1
0,695,-1
0,696,-1
0,697,-0
0,698,-0
0,699,-0
0,700,-0
0,701,-0
0,702,-0
0,703,-0
0,704,-1
0,705,-1
0,706,-0
0,707,-0
0,708,-0
0,709,-0
0,710,-0
0,711,-0
0,712,-0
0,713,-0
0,714,-0
0,715,-0
0,716,-0
0,717,-0
0,718,-0
0,719,-0
0,720,-1
0,721,-1
0,722,-1
0,723,-1
0,724,-1
0,725,-1
0,726,-1
0,727,-1
0,728,-1
0,729,-1
0,730,-1
0,731,-1
0,732,-1
0,733,-1
0,734,-1
0,735,-1
0,736,-1
0,737,-1
0,738,-1
0,739,-1
0,740,-1
0,741,-1
0,742,-1
0,743,-1
0,744,-1
0,745,-1
0,746,-1
0,747,-1
0,748,-1
0,749,-1
0,750,-1
0,751,-1
0,752,-1
0,753,-1
0,754,-1
0,755,-1
0,756,-1
0,757,-1
0,758,-1
0,759,-1
0,760,-1
0,761,-1
0,762,-1
0,763,-1
0,764,-1
0,765,-1
0,766,-1
0,767,-1
0,768,-1
0,769,-1
0,770,-1
0,771,-1
0,772,-1
0,773,-1
0,774,-1
0,775,-1
0,776,-1
0,777,-1
0,778,-1
0,779,-1
0,780,-1
0,781,-1
0,782,-1
0,783,-1
0,784,-1
0,785,-1
0,786,-1
0,787,-1
0,788,-1
0,789,-0
0,790,-0
0,791,-0
0,792,-0
0,793,-0
0,794,0
0,795,0
0,796,1
0,797,1
0,798,1
0,799,2
0,800,2
0,801,3
0,802,3
0,803,3
0,804,3
0,805,3
0,806,3
0,807,3
0,808,3
0,809,3
0,810,3
0,811,3
0,812,3
0,813,3
0,814,3
0,815,4
0,816,4
0,817,4
0,818,4
0,819,4
0,820,4
0,821,5
0,822,5
0,823,5
0,824,5
0,825,6
0,826,6
0,827,6
0,828,6
0,829,6
0,830,6
0,831,6
0,832,6
0,833,6
0,834,6
0,835,7
0,836,7
0,837,7
0,838,7
0,839,7
0,840,7
0,841,7
0,842,7
0,843,7
0,844,7
0,845,7
0,846,7
0,847,7
0,848,7
0,849,7
0,850,7
0,851,7
0,852,7
0,853,7
0,854,7
0,855,7
0,856,7
0,857,7
0,858,7
0,859,7
0,860,7
0,861,7
0,862,7
0,863,7
0,864,8
0,865,8
0,866,8
0,867,8
0,868,8
0,869,8
0,870,8
0,871,8
0,872,8
0,873,8
0,874,8
0,875,8
0,876,8
0,877,8
0,878,8
0,879,8
0,880,8
0,881,8
0,882,8
0,883,8
0,884,8
0,885,8
0,886,8
0,887,8
0,888,9
0,889,9
0,890,9
0,891,9
0,892,9
0,893,9
0,894,9
0,895,9
0,896,9
0,897,9
0,898,9
0,899,9
0,900,9
0,901,9
0,902,9
0,903,9
0,904,9
0,905,9
0,906,9
0,907,9
0,908,9
0,909,9
0,910,9
0,911,9
0,912,9
0,913,9
0,914,9
0,915,9
0,916,9
0,917,9
0,918,9
0,919,9
0,920,9
0,921,9
0,922,9
0,923,9
0,924,9
0,925,9
0,926,9
0,927,9
0,928,9
0,929,9
0,930,9
0,931,9
0,932,9
0,933,9
0,934,9
0,935,9
0,936,9
0,937,9
0,938,9
0,939,9
0,940,9
0,941,9
0,942,9
0,943,9
0,944,9
0,945,9
0,946,9
0,947,9
0,948,9
0,949,9
0,950,9
0,951,9
0,952,9
0,953,9
0,954,9
0,955,9
0,956,9
0,957,9
0,958,9
0,959,9
0,960,9
0,961,9
0,962,9
0,963,9
0,964,8
0,965,8
0,966,8
0,967,8
0,968,8
0,969,8
0,970,8
0,971,7
0,972,7
0,973,7
0,974,6
0,975,6
0,976,6
0,977,5
0,978,5
0,979,5
0,980,5
0,981,4
0,982,4
0,983,4
0,984,3
0,985,3
0,986,3
0,987,3
0,988,2
0,989,2
0,990,2
0,991,2
0,992,2
0,993,2
0,994,2
0,995,2
0,996,2
0,997,2
0,998,2
0,999,2
0,1000,1
0,1001,1
0,1002,1
0,1003,1
0,1004,1
0,1005,1
0,1006,1
0,1007,1
0,1008,1
0,1009,1
0,1010,1
0,1011,1
0,1012,1
0,1013,1
0,1014,1
0,1015,1
0,1016,1
0,1017,1
0,1018,1
0,1019,1
0,1020,1
0,1021,1
0,1022,1
0,1023,1
0,1024,1
0,1025,1
0,1026,1
0,1027,1
0,1028,1
0,1029,1
0,1030,1
0,1031,1
0,1032,0
0,1033,0
0,1034,-0
0,1035,-0
0,1036,-0
0,1037,-1
0,1038,-1
0,1039,-1
0,1040,-1
0,1041,-1
0,1042,-1
0,1043,-1
0,1044,-1
0,1045,-1
0,1046,-2
0,1047,-2
0,1048,-2
0,1049,-2
0,1050,-2
0,1051,-2
0,1052,-2
0,1053,-1
0,1054,-1
0,1055,-1
0,1056,-1
0,1057,-1
0,1058,-1
0,1059,-1
0,1060,-1
0,1061,-1
0,1062,-1
0,1063,-1
0,1064,-1
0,1065,-1
0,1066,-1
0,1067,-1
0,1068,-1
0,1069,-1
0,1070,-2
0,1071,-2
0,1072,-2
0,1073,-2
0,1074,-2
0,1075,-2
0,1076,-2
0,1077,-2
0,1078,-2
0,1079,-2
0,1080,-2
0,1081,-2
0,1082,-2
0,1083,-2
0,1084,-2
0,1085,-2
0,1086,-2
0,1087,-2
0,1088,-2
0,1089,-2
0,1090,-2
0,1091,-1
0,1092,-1
0,1093,-0
0,1094,-0
0,1095,-0
0,1096,-0
0,1097,-0
0,1098,-0
0,1099,-0
0,1100,-0
0,1101,0
0,1102,0
0,1103,0
0,1104,0
0,1105,0
0,1106,0
0,1107,0
0,1108,-0
0,1109,-0
0,1110,-1
0,1111,-1
0,1112,-1
0,1113,-1
0,1114,-1
0,1115,-1
0,1116,-1
0,1117,-1
0,1118,-1
0,1119,-1
0,1120,-1
0,1121,-1
0,1122,-1
0,1123,-1
0,1124,-1
0,1125,-1
0,1126,-1
0,1127,-2
0,1128,-2
0,1129,-2
0,1130,-2
0,1131,-2
0,1132,-2
0,1133,-2
0,1134,-2
0,1135,-2
0,1136,-2
0,1137,-2
0,1138,-2
0,1139,-2
0,1140,-2
0,1141,-2
0,1142,-2
0,1143,-2
0,1144,-2
0,1145,-2
0,1146,-2
0,1147,-2
0,1148,-2
0,1149,-2
0,1150,-2
0,1151,-1
0,1152,-1
0,1153,-1
0,1154,-1
0,1155,-1
0,1156,-1
0,1157,-1
0,1158,-1
0,1159,-1
0,1160,-1
0,1161,-1
0,1162,-1
0,1163,-1
0,1164,-1
0,1165,-1
0,1166,-1
0,1167,-1
0,1168,-1
0,1169,-1
0,1170,-1
0,1171,-1
0,1172,-1
0,1173,-1
0,1174,-1
0,1175,-1
0,1176,-1
0,1177,-1
0,1178,-1
0,1179,-1
0,1180,-1
0,1181,-1
0,1182,-0
0,1183,-0
0,1184,-0
0,1185,-0
0,1186,-0
0,1187,-0
0,1188,-0
0,1189,-0
0,1190,-0
0,1191,-0
0,1192,-0
0,1193,-0
0,1194,-0
0,1195,-0
0,1196,-0
0,1197,-0
0,1198,-0
0,1199,-0
0,1200,-0
0,1201,-0
0,1202,-0
0,1203,-0
0,1204,-1
0,1205,-1
0,1206,-1
0,1207,-1
0,1208,-1
0,1209,-1
0,1210,-1
0,1211,-1
0,1212,-1
0,1213,-1
0,1214,-1
0,1215,-1
0,1216,-1
0,1217,-1
0,1218,-1
0,1219,-1
0,1220,-1
0,1221,-1
0,1222,-1
0,1223,-1
0,1224,-1
0,1225,-1
0,1226,-1
0,1227,-1
0,1228,-1
0,1229,-1
0,1230,-1
0,1231,-1
0,1232,-1
0,1233,-1
0,1234,-1
0,1235,-1
0,1236,-1
0,1237,-1
0,1238,-1
0,1239,-1
0,1240,-1
0,1241,-1
0,1242,-1
0,1243,-1
0,1244,-1
0,1245,-1
0,1246,-1
0,1247,-1
0,1248,-1
0,1249,-1
0,1250,-1
0,1251,-1
0,1252,-1
0,1253,-1
0,1254,-1
0,1255,-1
0,1256,-1
0,1257,-1
0,1258,-1
0,1259,-1
0,1260,-1
0,1261,-1
0,1262,-1
0,1263,-1
0,1264,-1
0,1265,-1
0,1266,-1
0,1267,-1
0,1268,-1
0,1269,-1
0,1270,-1
0,1271,-1
0,1272,-1
0,1273,-1
0,1274,-1
0,1275,-1
0,1276,-1
0,1277,-1
0,1278,-1
0,1279,-1
0,1280,-1
0,1281,-1
0,1282,-1
0,1283,-1
0,1284,-1
0,1285,-1
0,1286,-1
0,1287,-1
0,1288,-1
0,1289,-1
0,1290,-1
0,1291,-1
0,1292,-1
0,1293,-1
0,1294,-1
0,1295,-1
0,1296,-1
0,1297,-1
0,1298,0
0,1299,0
0,1300,0
0,1301,0
0,1302,0
0,1303,0
0,1304,-0
0,1305,-0
0,1306,0
0,1307,0
0,1308,0
0,1309,-0
0,1310,-0
0,1311,-0
0,1312,-0
0,1313,-0
0,1314,0
0,1315,0
0,1316,0
0,1317,0
0,1318,0
0,1319,-0
0,1320,-0
0,1321,-0
0,1322,-0
0,1323,-0
0,1324,-0
0,1325,-0
0,1326,-0
0,1327,-0
0,1328,-0
0,1329,-0
0,1330,-0
0,1331,-0
0,1332,-0
0,1333,-0
0,1334,-0
0,1335,-0
0,1336,-0
0,1337,-0
0,1338,-0
0,1339,-0
0,1340,-0
0,1341,-0
0,1342,-0
0,1343,-0
0,1344,-0
0,1345,-0
0,1346,-0
0,1347,-0
0,1348,-0
0,1349,-0
0,1350,-0
0,1351,-0
0,1352,-0
0,1353,-0
0,1354,-0
0,1355,-0
0,1356,-0
0,1357,-0
0,1358,-0
0,1359,-0
0,1360,-0
0,1361,-0
0,1362,0
0,1363,0
0,1364,-0
0,1365,-0
0,1366,0
0,1367,0
0,1368,0
0,1369,0
0,1370,0
0,1371,0
0,1372,-1
0,1373,-1
0,1374,-1
0,1375,-1
0,1376,-1
0,1377,-1
0,1378,-1
0,1379,-1
0,1380,-1
0,1381,-1
0,1382,-1
0,1383,-2
0,1384,-2
0,1385,-2
0,1386,-2
0,1387,-2
0,1388,-2
0,1389,-2
0,1390,-2
0,1391,-2
0,1392,-2
0,1393,-2
0,1394,-2
0,1395,-2
0,1396,-2
0,1397,-2
0,1398,-2
0,1399,-2
0,1400,-2
0,1401,-2
0,1402,-2
0,1403,-2
0,1404,-2
0,1405,-2
0,1406,-2
0,1407,-2
0,1408,-2
0,1409,-2
0,1410,-2
0,1411,-2
0,1412,-2
0,1413,-2
0,1414,-1
0,1415,-1
0,1416,-1
0,1417,-1
0,1418,-1
0,1419,-1
0,1420,-1
0,1421,-1
0,1422,-1
0,1423,-1
0,1424,-1
0,1425,-1
0,1426,-1
0,1427,-1
0,1428,-1
0,1429,-1
0,1430,-1
0,1431,-0
0,1432,-0
0,1433,-0
0,1434,-0
0,1435,-0
0,1436,-0
0,1437,-0
0,1438,-0
0,1439,-0
0,1440,-0
0,1441,-0
0,1442,-0
0,1443,-0
0,1444,-0
0,1445,-0
0,1446,-0
0,1447,-0
0,1448,-0
0,1449,-0
0,1450,-0
0,1451,-0
0,1452,-0
0,1453,-0
0,1454,-0
0,1455,-0
0,1456,-0
0,1457,-0
0,1458,-0
0,1459,-0
0,1460,-0
0,1461,-0
0,1462,-0
0,1463,-0
0,1464,-0
0,1465,-0
0,1466,-0
0,1467,0
0,1468,0
0,1469,0
0,1470,1
0,1471,1
0,1472,1
0,1473,1
0,1474,1
0,1475,1
0,1476,2
0,1477,2
0,1478,2
0,1479,2
0,1480,2
0,1481,2
0,1482,2
0,1483,2
0,1484,2
0,1485,2
0,1486,3
0,1487,3
0,1488,3
0,1489,3
0,1490,3
0,1491,3
0,1492,3
0,1493,3
0,1494,3
0,1495,4
0,1496,4
0,1497,4
0,1498,4
0,1499,4
0,1500,4
0,1501,5
0,1502,5
0,1503,5
0,1504,5
0,1505,6
0,1506,6
0,1507,6
0,1508,6
0,1509,6
0,1510,6
0,1511,6
0,1512,6
0,1513,6
0,1514,7
0,1515,7
0,1516,7
0,1517,7
0,1518,7
0,1519,7
0,1520,7
0,1521,7
0,1522,7
0,1523,7
0,1524,7
0,1525,7
0,1526,7
0,1527,7
0,1528,7
0,1529,7
0,1530,7
0,1531,7
0,1532,7
0,1533,7
0,1534,7
0,1535,7
0,1536,7
0,1537,7
0,1538,7
0,1539,8
0,1540,8
0,1541,8
0,1542,8
0,1543,8
0,1544,8
0,1545,8
0,1546,8
0,1547,8
0,1548,8
0,1549,8
0,1550,8
0,1551,9
0,1552,9
0,1553,9
0,1554,9
0,1555,9
0,1556,9
0,1557,9
0,1558,9
0,1559,9
0,1560,9
0,1561,9
0,1562,9
0,1563,9
0,1564,9
0,1565,9
0,1566,9
0,1567,9
0,1568,9
0,1569,9
0,1570,9
0,1571,9
0,1572,9
0,1573,9
0,1574,9
0,1575,9
0,1576,9
0,1577,9
0,1578,9
0,1579,9
0,1580,9
0,1581,9
0,1582,9
0,1583,9
0,1584,9
0,1585,9
0,1586,9
0,1587,9
0,1588,9
0,1589,9
0,1590,9
0,1591,9
0,1592,9
0,1593,9
0,1594,9
0,1595,9
0,1596,8
0,1597,8
0,1598,8
0,1599,8
0,1600,8
0,1601,8
0,1602,8
0,1603,8
0,1604,8
0,1605,8
0,1606,8
0,1607,8
0,1608,8
0,1609,8
0,1610,8
0,1611,8
0,1612,8
0,1613,7
0,1614,7
0,1615,7
0,1616,7
0,1617,7
0,1618,7
0,1619,7
0,1620,7
0,1621,7
0,1622,7
0,1623,7
0,1624,7
0,1625,7
0,1626,7
0,1627,7
0,1628,7
0,1629,7
0,1630,7
0,1631,7
0,1632,7
0,1633,7
0,1634,7
0,1635,7
0,1636,7
0,1637,7
0,1638,7
0,1639,7
0,1640,7
0,1641,7
0,1642,7
0,1643,7
0,1644,7
0,1645,7
0,1646,7
0,1647,7
0,1648,7
0,1649,7
0,1650,7
0,1651,7
0,1652,7
0,1653,7
0,1654,7
0,1655,7
0,1656,7
0,1657,7
0,1658,7
0,1659,7
0,1660,6
0,1661,6
0,1662,6
0,1663,6
0,1664,6
0,1665,6
0,1666,5
0,1667,5
0,1668,4
0,1669,4
0,1670,4
0,1671,4
0,1672,3
0,1673,3
0,1674,3
0,1675,2
0,1676,2
0,1677,2
0,1678,2
0,1679,2
0,1680,2
0,1681,2
0,1682,1
0,1683,1
0,1684,1
0,1685,1
0,1686,1
0,1687,1
0,1688,1
0,1689,1
0,1690,1
0,1691,1
0,1692,1
0,1693,1
0,1694,-0
0,1695,-0
0,1696,-0
0,1697,-0
0,1698,-0
0,1699,-0
0,1700,-0
0,1701,-0
0,1702,-0
0,1703,-0
0,1704,0
0,1705,0
0,1706,0
0,1707,0
0,1708,0
0,1709,0
0,1710,0
0,1711,0
0,1712,0
0,1713,0
0,1714,0
0,1715,0
0,1716,-0
0,1717,-0
0,1718,-0
0,1719,-0
0,1720,1
0,1721,1
0,1722,1
0,1723,1
0,1724,1
0,1725,1
0,1726,1
0,1727,1
0,1728,2
0,1729,2
0,1730,2
0,1731,2
0,1732,2
0,1733,2
0,1734,2
0,1735,2
0,1736,2
0,1737,2
0,1738,2
0,1739,2
0,1740,1
0,1741,1
0,1742,1
0,1743,1
0,1744,-0
0,1745,-0
0,1746,-0
0,1747,-0
0,1748,-0
0,1749,-0
0,1750,-0
0,1751,-1
0,1752,-1
0,1753,-1
0,1754,-1
0,1755,-1
0,1756,0
0,1757,0
0,1758,0
0,1759,-0
0,1760,-0
0,1761,-1
0,1762,-1
0,1763,-1
0,1764,-1
0,1765,-1
0,1766,-1
0,1767,-1
0,1768,-1
0,1769,-2
0,1770,-2
0,1771,-2
0,1772,-2
0,1773,-2
0,1774,-2
0,1775,-2
0,1776,-2
0,1777,-2
0,1778,-2
0,1779,-2
0,1780,-2
0,1781,-2
0,1782,-2
0,1783,-2
0,1784,-2
0,1785,-2
0,1786,-2
0,1787,-2
0,1788,-2
0,1789,-2
0,1790,-3
0,1791,-3
0,1792,-2
0,1793,-2
0,1794,-2
0,1795,-2
0,1796,-2
0,1797,-2
0,1798,-2
0,1799,-2
0,1800,-2
0,1801,-2
0,1802,-2
0,1803,-2
0,1804,-2
0,1805,-2
0,1806,-2
0,1807,-2
0,1808,-2
0,1809,-2
0,1810,-2
0,1811,-2
0,1812,-2
0,1813,-2
0,1814,-2
0,1815,-2
0,1816,-2
0,1817,-2
0,1818,-2
0,1819,-2
0,1820,-2
0,1821,-2
0,1822,-2
0,1823,-2
0,1824,-2
0,1825,-2
0,1826,-2
0,1827,-2
0,1828,-2
0,1829,-2
0,1830,-2
0,1831,-2
0,1832,-2
0,1833,-2
0,1834,-2
0,1835,-1
0,1836,-1
0,1837,-1
0,1838,-1
0,1839,-1
0,1840,-1
0,1841,-1
0,1842,0
0,1843,0
0,1844,0
0,1845,-0
0,1846,-0
0,1847,0
0,1848,0
0,1849,-0
0,1850,-0
0,1851,-0
0,1852,-0
0,1853,-0
0,1854,-0
0,1855,-0
0,1856,-0
0,1857,-0
0,1858,-0
0,1859,0
0,1860,0
0,1861,-0
0,1862,-0
0,1863,-0
0,1864,-0
0,1865,-0
0,1866,-1
0,1867,-1
0,1868,-1
0,1869,-1
0,1870,-1
0,1871,-1
0,1872,-1
0,1873,-1
0,1874,-1
0,1875,-1
0,1876,-1
0,1877,-1
0,1878,-1
0,1879,-1
0,1880,-1
0,1881,-1
0,1882,-1
0,1883,-1
0,1884,-1
0,1885,-1
0,1886,-1
0,1887,-1
0,1888,-1
0,1889,-1
0,1890,-1
0,1891,-1
0,1892,-1
0,1893,-1
0,1894,-1
0,1895,-1
0,1896,-1
0,1897,-1
0,1898,-1
0,1899,-1
0,1900,-1
0,1901,-1
0,1902,-1
0,1903,-1
0,1904,-1
0,1905,-1
0,1906,-1
0,1907,-1
0,1908,-1
0,1909,-1
0,1910,-1
0,1911,-1
0,1912,-1
0,1913,-1
0,1914,-1
0,1915,-1
0,1916,-1
0,1917,-1
0,1918,-1
0,1919,-1
0,1920,-1
0,1921,0
0,1922,0
0,1923,-0
0,1924,-0
0,1925,-0
0,1926,-0
0,1927,-0
0,1928,-0
0,1929,-0
0,1930,-0
0,1931,-0
0,1932,-0
0,1933,-0
0,1934,-0
0,1935,-0
0,1936,-0
0,1937,-0
0,1938,-1
0,1939,-1
0,1940,-1
0,1941,-1
0,1942,-1
0,1943,-1
0,1944,-1
0,1945,-1
0,1946,-1
0,1947,-1
0,1948,-1
0,1949,-1
0,1950,-1
0,1951,-1
0,1952,-1
0,1953,-1
